date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:16	1208/1208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20May%202015%2014:29:44%20GMT	https://www.gravatar.com/avatar/824a6fbb8cbbae317c42ec5a94649f9a.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=30	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/824a6fbb8cbbae317c42ec5a94649f9aeffa.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:17	1271/1271	---M--	200	added ('OK')	image/png	etag:%225a82bb67-4f7%22	https://koenig-assets.raywenderlich.com/wp-content/plugins/wp-tweet-button/tweetn.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/plugins/wp-tweet-button/tweetn.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:17	1387/1387	---M--	200	added ('OK')	image/png	etag:%225a82bb68-56b%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/tutorial-page/arrow@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/tutorial-page/arrow@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:17	4408/4408	---M--	200	added ('OK')	image/png	etag:%225af04154-1138%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-3@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-3@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:17	4689/4689	---M--	200	added ('OK')	image/png	etag:%225ad4d3f8-1251%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-2@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-2@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:17	8051/8051	---M--	200	added ('OK')	image/png	etag:%225ad4d3f8-1f73%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-1@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-bg-1@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:18	21220/21220	---M--	200	added ('OK')	image/png	etag:%225ad4d3f8-52e4%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-base@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/subscription-coin-base@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:18	70652/70652	---M--	200	added ('OK')	image/png	etag:%225a82bb67-113fc%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/ia_tilted@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/ia_tilted@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:18	38564/38564	---M--	200	added ('OK')	image/png	etag:%225a82bb67-96a4%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/ads/PragmaConf16_banner_125x125.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/ads/PragmaConf16_banner_125x125.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:18	14121/14121	---M--	200	added ('OK')	image/png	etag:%225a82bb67-3729%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/ads/altu.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/ads/altu.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:18	48147/48147	---M--	200	added ('OK')	image/png	etag:%225ad8051b-bc13%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/rlm@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/rlm@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:19	51919/51919	---M--	200	added ('OK')	image/png	etag:%225ad8051b-cacf%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/alg@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/alg@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:19	22053/22053	---M--	200	added ('OK')	image/png	etag:%225ad8051b-5625%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/des@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/des@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:19	94807/94807	---M--	200	added ('OK')	image/png	etag:%225ab11370-17257%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/aa@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/aa@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:19	100334/100334	---M--	200	added ('OK')	image/png	etag:%225ab11370-187ee%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ka@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ka@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:20	24564/24564	---M--	200	added ('OK')	image/png	etag:%225aa39ae0-5ff4%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/vpr@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/vpr@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:20	151635/151635	---M--	200	added ('OK')	image/png	etag:%2259ae8da8-25053%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/i11t@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/i11t@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:20	44248/44248	---M--	200	added ('OK')	image/png	etag:%225a82bb68-acd8%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ia1234@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ia1234@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:20	120305/120305	---M--	200	added ('OK')	image/png	etag:%225ad8051b-1d5f1%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/rxs@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/rxs@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	90125/90125	---M--	200	added ('OK')	image/png	etag:%225a82bb68-1600d%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ua@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/ua@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	141008/141008	---M--	200	added ('OK')	image/png	etag:%22594cdca0-226d0%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/dbg@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/dbg@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	59380/59380	---M--	200	added ('OK')	image/png	etag:%225a82bb68-e7f4%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/sa@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/sa@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	52676/52676	---M--	200	added ('OK')	image/png	etag:%2259205f77-cdc4%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/cdt@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/cdt@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	54077/54077	---M--	200	added ('OK')	image/png	etag:%2259205f77-d33d%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/tvt@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/tvt@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:21	64161/64161	---M--	200	added ('OK')	image/png	etag:%225a3732ba-faa1%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/w2t@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/w2t@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:22	144106/144106	---M--	200	added ('OK')	image/png	etag:%225a82bb68-232ea%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/igt2@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/igt2@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:22	55125/55125	---M--	200	added ('OK')	image/png	etag:%225a82bb68-d755%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/iat@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/iat@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:22	84374/84374	---M--	200	added ('OK')	image/png	etag:%225a82bb68-14996%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/igt1@2x.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/store/profile-page-products/igt1@2x.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:22	4275/4275	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Nov%202017%2002:12:03%20GMT	https://www.gravatar.com/avatar/10c4bad10aeb3312958221c9695e55f7.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/10c4bad10aeb3312958221c9695e55f76813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:23	6240/6240	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Oct%202016%2020:40:54%20GMT	https://www.gravatar.com/avatar/d5d6a5418e689f22ebdd7741398ca033.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/d5d6a5418e689f22ebdd7741398ca0336813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:23	3184/3184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jun%202017%2014:06:45%20GMT	https://www.gravatar.com/avatar/3524ba5c9815a021568e477fe70bdd1b.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/3524ba5c9815a021568e477fe70bdd1b6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:23	4482/4482	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Mar%202016%2023:03:02%20GMT	https://www.gravatar.com/avatar/980745b8cd403f3ffb8d5eace37123b3.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/980745b8cd403f3ffb8d5eace37123b36813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:23	4899/4899	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Nov%202012%2003:02:33%20GMT	https://www.gravatar.com/avatar/316091fcf9ba5a5d24c1865b816436b9.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/316091fcf9ba5a5d24c1865b816436b96813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:23	4279/4279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Nov%202017%2019:03:03%20GMT	https://www.gravatar.com/avatar/0595e42e212a10e016e362dc9181933b.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/0595e42e212a10e016e362dc9181933b6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:24	3763/3763	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Nov%202017%2002:46:45%20GMT	https://www.gravatar.com/avatar/cef127c351e84aa523420650e95e4f76.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/cef127c351e84aa523420650e95e4f766813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:24	23755/23755	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202017%2015:59:12%20GMT	https://www.gravatar.com/avatar/2edeb6ac352e7d7ec1fc6587def47042.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/2edeb6ac352e7d7ec1fc6587def470426813.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:24	14466/14466	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202017%2017:03:02%20GMT	https://www.gravatar.com/avatar/3fbeaec9baca5ec4ee8b9f0f241c7f09.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/3fbeaec9baca5ec4ee8b9f0f241c7f096813.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:24	3975/3975	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jan%202017%2020:07:16%20GMT	https://www.gravatar.com/avatar/4130f53141ff249692b920a0721b100e.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/4130f53141ff249692b920a0721b100e6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:25	4703/4703	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Mar%202016%2014:37:30%20GMT	https://www.gravatar.com/avatar/8e42d1b3a58e20619f74d00c55405eff.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/8e42d1b3a58e20619f74d00c55405eff6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:25	3934/3934	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202017%2020:27:57%20GMT	https://www.gravatar.com/avatar/e6b0f74f6b0294fed6edb668acab8c2c.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/e6b0f74f6b0294fed6edb668acab8c2c6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:25	10358/10358	---M--	200	added ('OK')	image/png	etag:%225a82bb67-2876%22	https://koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/rw-logo_250.png	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/koenig-assets.raywenderlich.com/wp-content/themes/raywenderlich/images/global/rw-logo_250.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:25	5534/5534	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jan%202018%2023:38:12%20GMT	https://www.gravatar.com/avatar/cb4c3a88248bece0aab4d7990466e1ec.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/cb4c3a88248bece0aab4d7990466e1ec6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:25	4400/4400	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jan%202018%2017:26:33%20GMT	https://www.gravatar.com/avatar/62467727d6e6b2fc18d0fed04078578b.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/62467727d6e6b2fc18d0fed04078578b6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:26	13742/13742	---M--	200	added ('OK')	image/png	date:Sat,%2028%20May%202016%2020:54:09%20GMT	https://www.gravatar.com/avatar/1d1aca7a6cde36af51a4628b3776fb0b.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/1d1aca7a6cde36af51a4628b3776fb0b6813.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:26	4681/4681	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Mar%202018%2023:49:01%20GMT	https://www.gravatar.com/avatar/a33664187e29e0f9f66a185fb011b29b.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/a33664187e29e0f9f66a185fb011b29b6813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:26	3407/3407	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Oct%202017%2019:35:51%20GMT	https://www.gravatar.com/avatar/dc524a72bf1697fc70a41a2bcf9c8ff8.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/dc524a72bf1697fc70a41a2bcf9c8ff86813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:26	5741/5741	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20May%202014%2015:41:57%20GMT	https://www.gravatar.com/avatar/be74593ca7b09a1b92ab64586ffe9533.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/be74593ca7b09a1b92ab64586ffe95336813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:27	22706/22706	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Oct%202017%2001:13:33%20GMT	https://www.gravatar.com/avatar/8c38070338216629f47913bde3c9e726.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/8c38070338216629f47913bde3c9e7266813.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:27	4171/4171	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20May%202016%2011:38:24%20GMT	https://www.gravatar.com/avatar/4fe99865b3f7f668378b57f0665ef836.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/4fe99865b3f7f668378b57f0665ef8366813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:27	6061/6061	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Oct%202017%2000:43:17%20GMT	https://www.gravatar.com/avatar/d02acb07c90fe0670fc929f8e928ee42.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/d02acb07c90fe0670fc929f8e928ee426813.jpeg	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
09:24:27	21648/21648	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Nov%202017%2011:51:50%20GMT	https://www.gravatar.com/avatar/f6d6573d309545867ba65b2aaae1d323.jpg?d=https%3A%2F%2Fwolverine.raywenderlich.com%2Fv3-resources%2Fimages%2Fdefault-account-avatar_2x.png&s=100	C:/Users/mickz/Desktop/Stack/Coderdojo/2018-05%20Coderdojo%20HTC%20Vive/HTCViveRayWenderlich/www.gravatar.com/avatar/f6d6573d309545867ba65b2aaae1d3236813.png	(from https://www.raywenderlich.com/149239/htc-vive-tutorial-unity)
